station,week,month,month_3,month_6,year,train_number,station_code
BHUSAVAL JN (BSL),11,57,37,34,23,12221,BSL
NAGPUR (NGP),4,52,45,35,23,12221,NGP
RAIPUR JN (R),23,79,85,76,56,12221,R
BILASPUR JN (BSP),24,87,98,98,76,12221,BSP
TATANAGAR JN (TATA),30,154,182,181,153,12221,TATA
HOWRAH JN (HWH),115,293,302,263,207,12221,HWH
HOWRAH JN (HWH),128,84,133,150,81,12222,HWH
TATANAGAR JN (TATA),149,106,165,195,122,12222,TATA
BILASPUR JN (BSP),204,176,293,315,236,12222,BSP
RAIPUR JN (R),210,191,309,330,250,12222,R
NAGPUR (NGP),272,271,386,389,307,12222,NGP
BHUSAVAL JN (BSL),301,295,423,430,339,12222,BSL
MANMAD JN (MMR),304,307,434,442,353,12222,MMR
DAUND CHORD LINE (DDCC),318,321,451,452,350,12222,DDCC
PUNE JN (PUNE),306,313,453,454,350,12222,PUNE
LOKMANYATILAK T (LTT),2,1,2,3,5,12223,LTT
RATNAGIRI (RN),62,57,53,55,52,12223,RN
MADGAON (MAO),10,32,33,44,47,12223,MAO
MANGALORE JN (MAJN),7,44,55,52,40,12223,MAJN
KOZHIKODE (CLT),35,61,66,64,50,12223,CLT
ERNAKULAM JN (ERS),14,5,6,14,5,12223,ERS
ERNAKULAM JN (ERS),1,1,2,6,9,12224,ERS
KOZHIKODE (CLT),17,31,24,25,29,12224,CLT
MANGALORE JN (MAJN),2,14,19,21,25,12224,MAJN
MADGAON (MAO),31,52,55,51,48,12224,MAO
RATNAGIRI (RN),15,50,58,59,52,12224,RN
LOKMANYATILAK T (LTT),21,19,61,45,35,12224,LTT
MUMBAI CENTRAL (MMCT),2,1,1,2,2,12227,MMCT
VADODARA JN (BRC),17,15,16,16,15,12227,BRC
RATLAM JN (RTM),5,4,7,9,8,12227,RTM
UJJAIN JN (UJN),2,1,2,5,5,12227,UJN
INDORE JN BG (INDB),4,7,8,6,6,12227,INDB
INDORE JN BG (INDB),1,1,2,2,2,12228,INDB
UJJAIN JN (UJN),34,35,34,27,24,12228,UJN
RATLAM JN (RTM),25,29,31,25,22,12228,RTM
VADODARA JN (BRC),4,9,14,11,12,12228,BRC
MUMBAI CENTRAL (MMCT),6,3,11,13,23,12228,MMCT
LUCKNOW NE (LJN),0,1,1,0,1,12229,LJN
HARDOI (HRI),40,20,19,21,21,12229,HRI
SHAHJEHANPUR (SPN),56,36,31,37,34,12229,SPN
BAREILLY (BE),77,46,42,52,43,12229,BE
RAMPUR (RMU),95,57,50,62,48,12229,RMU
MORADABAD (MB),96,60,50,63,47,12229,MB
HAPUR (HPU),107,64,59,78,55,12229,HPU
GHAZIABAD (GZB),109,57,53,71,49,12229,GZB
NEW DELHI (NDLS),100,48,48,66,46,12229,NDLS
NEW DELHI (NDLS),1,1,2,3,2,12230,NDLS
GHAZIABAD (GZB),1,1,2,4,4,12230,GZB
HAPUR (HPU),12,13,12,13,12,12230,HPU
MORADABAD (MB),4,6,7,10,11,12230,MB
RAMPUR (RMU),14,15,16,20,19,12230,RMU
BAREILLY (BE),30,24,27,33,27,12230,BE
SHAHJEHANPUR (SPN),25,26,32,41,31,12230,SPN
HARDOI (HRI),23,31,44,53,39,12230,HRI
ALAMNAGAR (AMG),13,29,44,53,44,12230,AMG
LUCKNOW NE (LJN),1,77,75,89,112,12230,LJN
LUCKNOW NR (LKO),0,1,1,0,3,12231,LKO
HARDOI (HRI),39,22,22,27,27,12231,HRI
SHAHJEHANPUR (SPN),60,43,41,52,47,12231,SPN
BAREILLY (BE),87,65,59,70,60,12231,BE
MORADABAD (MB),143,99,81,94,75,12231,MB
SEOHARA (SEO),151,106,92,106,85,12231,SEO
DHAMPUR (DPR),154,108,97,110,87,12231,DPR
NAGINA (NGG),156,110,100,113,88,12231,NGG
NAJIBABAD JN (NBD),158,111,103,116,91,12231,NBD
LAKSAR JN (LRJ),158,115,109,121,93,12231,LRJ
ROORKEE (RK),160,116,113,125,96,12231,RK
SAHARANPUR (SRE),135,96,92,105,79,12231,SRE
YAMUNANAGAR JAGADHRI (YJUD),137,101,98,112,85,12231,YJUD
JAGADHRI WSHOP (JUDW),137,103,99,113,86,12231,JUDW
AMBALA CANT JN (UMB),130,97,93,107,81,12231,UMB
CHANDIGARH (CDG),136,95,90,104,79,12231,CDG
CHANDIGARH (CDG),1,2,2,2,2,12232,CDG
AMBALA CANT JN (UMB),6,7,8,8,6,12232,UMB
JAGADHRI WSHOP (JUDW),14,17,14,13,10,12232,JUDW
YAMUNANAGAR JAGADHRI (YJUD),15,17,15,15,12,12232,YJUD
SAHARANPUR (SRE),5,6,7,8,7,12232,SRE
ROORKEE (RK),17,13,14,12,13,12232,RK
LAKSAR JN (LRJ),21,18,19,17,17,12232,LRJ
NAJIBABAD JN (NBD),20,19,21,20,19,12232,NBD
NAGINA (NGG),19,20,22,21,20,12232,NGG
DHAMPUR (DPR),22,22,24,24,22,12232,DPR
SEOHARA (SEO),24,22,27,26,23,12232,SEO
MORADABAD (MB),24,32,36,39,34,12232,MB
BAREILLY (BE),57,53,62,68,59,12232,BE
SHAHJEHANPUR (SPN),87,74,86,96,80,12232,SPN
HARDOI (HRI),101,88,105,117,100,12232,HRI
LUCKNOW NR (LKO),96,85,113,152,157,12232,LKO
MADHUPUR JN (MDP),0,76,42,26,14,12235,MDP
JASIDIH JN (JSME),6,85,112,64,40,12235,JSME
JHAJHA (JAJ),1,71,102,56,33,12235,JAJ
KIUL JN (KIUL),2,74,105,61,41,12235,KIUL
MOKAMEH JN (MKA),18,89,118,73,52,12235,MKA
PATNA JN (PNBE),13,95,121,76,59,12235,PNBE
ARA (ARA),21,99,131,87,68,12235,ARA
BUXAR (BXR),20,110,144,95,76,12235,BXR
PT DEEN DAYAL UPADHYAY JN (DDU),1,57,90,49,27,12235,DDU
PRAYAGRAJ JN (PRYJ),76,114,135,84,59,12235,PRYJ
KANPUR CENTRAL (CNB),122,135,156,99,72,12235,CNB
ANAND VIHAR TRM (ANVT),158,164,213,124,83,12235,ANVT
ANAND VIHAR TRM (ANVT),0,1,3,3,2,12236,ANVT
KANPUR CENTRAL (CNB),7,8,50,35,24,12236,CNB
PRAYAGRAJ JN (PRYJ),25,51,106,68,45,12236,PRYJ
PT DEEN DAYAL UPADHYAY JN (DDU),5,95,160,107,69,12236,DDU
BUXAR (BXR),18,102,177,119,80,12236,BXR
ARA (ARA),14,116,190,135,92,12236,ARA
PATNA JN (PNBE),1,122,189,130,81,12236,PNBE
MOKAMEH JN (MKA),6,131,202,138,89,12236,MKA
KIUL JN (KIUL),2,138,193,127,94,12236,KIUL
JHAJHA (JAJ),0,124,182,113,83,12236,JAJ
JASIDIH JN (JSME),5,131,192,122,91,12236,JSME
MADHUPUR JN (MDP),6,119,186,113,80,12236,MDP
VARANASI JN (BSB),0,0,1,10,13,12237,BSB
JAUNPUR CITY (JOP),29,29,36,48,41,12237,JOP
LAMBHUA (LBA),31,31,39,54,45,12237,LBA
SULTANPUR (SLN),43,34,46,59,48,12237,SLN
NIHALGARH (NHH),59,49,63,70,57,12237,NHH
LUCKNOW NR (LKO),34,21,33,38,25,12237,LKO
SHAHJEHANPUR (SPN),93,58,67,74,59,12237,SPN
MORADABAD (MB),155,120,116,126,96,12237,MB
SAHARANPUR (SRE),162,123,132,145,111,12237,SRE
AMBALA CANT JN (UMB),167,125,140,155,119,12237,UMB
LUDHIANA JN (LDH),163,121,140,159,127,12237,LDH
JALANDHAR CANT (JRC),154,110,135,150,120,12237,JRC
PATHANKOT CANTT (PTKC),152,108,132,147,115,12237,PTKC
KATHUA (KTHU),157,114,136,152,121,12237,KTHU
JAMMU TAWI (JAT),135,94,115,133,99,12237,JAT
JAMMU TAWI (JAT),69,34,55,67,49,12238,JAT
KATHUA (KTHU),83,53,69,80,59,12238,KTHU
PATHANKOT CANTT (PTKC),80,51,66,78,56,12238,PTKC
JALANDHAR CANT (JRC),77,46,61,75,54,12238,JRC
LUDHIANA JN (LDH),83,52,74,89,62,12238,LDH
AMBALA CANT JN (UMB),53,32,53,71,49,12238,UMB
SAHARANPUR (SRE),72,41,62,82,53,12238,SRE
MORADABAD (MB),84,59,86,104,76,12238,MB
SHAHJEHANPUR (SPN),120,84,120,143,106,12238,SPN
LUCKNOW NR (LKO),124,99,142,163,117,12238,LKO
NIHALGARH (NHH),133,106,152,173,126,12238,NHH
SULTANPUR (SLN),140,106,164,181,131,12238,SLN
LAMBHUA (LBA),146,111,170,187,134,12238,LBA
JAUNPUR CITY (JOP),149,114,176,197,144,12238,JOP
VARANASI JN (BSB),139,100,178,202,148,12238,BSB
MUMBAI CENTRAL (MMCT),3,1,1,1,2,12239,MMCT
VADODARA JN (BRC),14,23,21,19,17,12239,BRC
RATLAM JN (RTM),11,15,11,9,9,12239,RTM
SAWAI MADHOPUR (SWM),6,10,12,9,8,12239,SWM
JAIPUR (JP),6,7,16,17,17,12239,JP
SIKAR JN (SIKR),1,3,16,16,15,12239,SIKR
JHUNJHUNUN (JJN),0,1,8,8,9,12239,JJN
LOHARU (LHU),0,1,2,2,7,12239,LHU
SADULPUR JN (SDLP),10,17,17,15,19,12239,SDLP
HISAR (HSR),5,8,9,9,14,12239,HSR
HISAR (HSR),0,1,1,1,2,12240,HSR
SADULPUR JN (SDLP),0,12,12,16,14,12240,SDLP
LOHARU (LHU),0,0,1,3,4,12240,LHU
JHUNJHUNUN (JJN),0,0,1,2,3,12240,JJN
SIKAR JN (SIKR),0,4,5,5,5,12240,SIKR
JAIPUR (JP),3,2,5,7,6,12240,JP
SAWAI MADHOPUR (SWM),4,3,4,6,5,12240,SWM
RATLAM JN (RTM),1,1,3,3,4,12240,RTM
VADODARA JN (BRC),7,5,3,6,5,12240,BRC
MUMBAI CENTRAL (MMCT),1,1,5,10,5,12240,MMCT
CHANDIGARH (CDG),2,1,2,3,3,12241,CDG
SAHIBZADA ASNGR (SASN),6,5,5,6,5,12241,SASN
LUDHIANA JN (LDH),10,11,13,13,13,12241,LDH
PHAGWARA JN (PGW),14,18,19,18,20,12241,PGW
JALANDHAR CITY (JUC),11,12,13,13,19,12241,JUC
BEAS (BEAS),9,11,12,12,19,12241,BEAS
AMRITSAR JN (ASR),2,7,8,6,7,12241,ASR
CHENNAI CENTRAL (MAS),5,3,3,4,4,12243,MAS
KATPADI JN (KPD),14,10,11,11,10,12243,KPD
JOLARPETTAI (JTJ),14,10,10,7,8,12243,JTJ
SALEM JN (SA),12,9,10,8,9,12243,SA
ERODE JN (ED),18,15,17,16,15,12243,ED
TIRUPPUR (TUP),17,13,14,13,12,12243,TUP
COIMBATORE JN (CBE),3,2,2,0,2,12243,CBE
COIMBATORE JN (CBE),2,4,3,3,6,12244,CBE
TIRUPPUR (TUP),4,11,11,11,11,12244,TUP
ERODE JN (ED),2,10,7,7,9,12244,ED
SALEM JN (SA),5,13,9,9,10,12244,SA
JOLARPETTAI (JTJ),2,16,10,8,9,12244,JTJ
KATPADI JN (KPD),4,17,13,10,11,12244,KPD
CHENNAI CENTRAL (MAS),0,7,1,2,2,12244,MAS
YESVANTPUR JN (YPR),89,23,48,40,25,12251,YPR
DHARMAVARAM JN (DMM),88,77,74,62,46,12251,DMM
ANANTAPUR (ATP),104,81,85,71,55,12251,ATP
DHONE (DHNE),96,77,76,60,38,12251,DHNE
KURNOOL TOWN (KRNT),108,95,94,73,47,12251,KRNT
MAHBUBNAGAR (MBNR),108,94,94,73,50,12251,MBNR
KACHEGUDA (KCG),142,111,97,77,48,12251,KCG
KAZIPET JN (KZJ),167,121,117,89,58,12251,KZJ
BALHARSHAH (BPQ),122,92,96,75,50,12251,BPQ
CHANDA FORT (CAF),180,130,130,95,68,12251,CAF
GONDIA JN (G),208,158,151,118,88,12251,G
DONGARGARH (DGG),208,168,160,125,101,12251,DGG
RAJ NANDGAON (RJN),269,229,194,157,122,12251,RJN
DURG (DURG),243,217,186,151,115,12251,DURG
RAIPUR JN (R),260,220,188,153,116,12251,R
BHATAPARA (BYT),265,221,195,163,127,12251,BYT
BILASPUR JN (BSP),265,221,194,162,126,12251,BSP
AKALTARA (AKT),275,244,221,187,150,12251,AKT
NAILA (NIA),278,250,229,195,157,12251,NIA
CHAMPA (CPH),271,244,224,191,153,12251,CPH
KORBA (KRBA),264,236,214,186,149,12251,KRBA
KORBA (KRBA),30,79,67,57,35,12252,KRBA
CHAMPA (CPH),158,148,115,107,82,12252,CPH
NAILA (NIA),166,154,121,115,89,12252,NIA
AKALTARA (AKT),167,154,123,116,90,12252,AKT
BILASPUR JN (BSP),154,149,133,120,89,12252,BSP
BHATAPARA (BYT),169,156,141,129,98,12252,BYT
RAIPUR JN (R),182,167,153,140,108,12252,R
DURG (DURG),154,156,135,136,104,12252,DURG
RAJ NANDGAON (RJN),179,164,165,154,119,12252,RJN
DONGARGARH (DGG),186,197,188,171,141,12252,DGG
GONDIA JN (G),231,243,218,204,170,12252,G
CHANDA FORT (CAF),270,293,259,239,200,12252,CAF
BALHARSHAH (BPQ),257,272,245,219,183,12252,BPQ
KAZIPET JN (KZJ),270,301,259,234,196,12252,KZJ
KACHEGUDA (KCG),377,333,284,249,206,12252,KCG
MAHBUBNAGAR (MBNR),377,333,282,246,206,12252,MBNR
KURNOOL TOWN (KRNT),398,345,284,244,201,12252,KRNT
DHONE (DHNE),378,324,263,222,177,12252,DHNE
ANANTAPUR (ATP),375,310,253,213,169,12252,ATP
DHARMAVARAM JN (DMM),361,290,244,206,167,12252,DMM
YELHANKA JN (YNK),356,305,266,223,178,12252,YNK
YESVANTPUR JN (YPR),339,282,249,201,164,12252,YPR
YESVANTPUR JN (YPR),3,7,5,10,8,12257,YPR
BANASWADI (BAND),17,20,20,23,20,12257,BAND
HOSUR (HSRA),25,29,26,27,24,12257,HSRA
DHARMAPURI (DPJ),33,37,37,37,33,12257,DPJ
SALEM JN (SA),30,33,37,38,35,12257,SA
ERODE JN (ED),37,41,42,47,42,12257,ED
COIMBATORE JN (CBE),15,29,32,34,28,12257,CBE
PALAKKAD JN (PGT),28,39,46,51,43,12257,PGT
THRISUR (TCR),31,34,41,45,36,12257,TCR
ALUVA (AWY),32,37,35,40,29,12257,AWY
ERNAKULAM TOWN (ERN),28,33,32,37,28,12257,ERN
KOTTAYAM (KTYM),14,16,20,24,23,12257,KTYM
CHANGANASERI (CGY),14,15,20,25,25,12257,CGY
TIRUVALLA (TRVL),13,14,20,25,25,12257,TRVL
CHENGANNUR (CNGR),12,14,20,24,25,12257,CNGR
MAVELIKARA (MVLK),11,12,20,24,24,12257,MVLK
KAYANKULAM JN (KYJ),16,15,22,27,25,12257,KYJ
KOLLAM JN (QLN),15,11,18,24,25,12257,QLN
KOCHUVELI (KCVL),3,8,1,6,5,12257,KCVL
KOCHUVELI (KCVL),12,4,6,6,5,12258,KCVL
KOLLAM JN (QLN),18,14,18,18,14,12258,QLN
KAYANKULAM JN (KYJ),22,16,17,18,14,12258,KYJ
MAVELIKARA (MVLK),23,16,17,18,14,12258,MVLK
CHENGANNUR (CNGR),25,17,19,20,16,12258,CNGR
TIRUVALLA (TRVL),26,20,22,22,18,12258,TRVL
CHANGANASERI (CGY),26,20,22,23,19,12258,CGY
KOTTAYAM (KTYM),23,16,19,21,19,12258,KTYM
ERNAKULAM TOWN (ERN),5,4,10,11,12,12258,ERN
ALUVA (AWY),5,3,9,11,12,12258,AWY
THRISUR (TCR),14,9,12,14,16,12258,TCR
PALAKKAD JN (PGT),16,8,12,16,18,12258,PGT
COIMBATORE JN (CBE),17,10,19,24,22,12258,CBE
ERODE JN (ED),22,17,20,25,25,12258,ED
SALEM JN (SA),14,11,16,20,22,12258,SA
DHARMAPURI (DPJ),15,11,16,17,18,12258,DPJ
HOSUR (HSRA),22,27,37,38,37,12258,HSRA
BANASWADI (BAND),33,42,59,60,58,12258,BAND
YESVANTPUR JN (YPR),20,21,36,36,38,12258,YPR
SEALDAH (SDAH),0,1,1,3,2,12259,SDAH
DHANBAD JN (DHN),0,1,2,6,8,12259,DHN
GAYA JN (GAYA),5,8,7,7,7,12259,GAYA
PT DEEN DAYAL UPADHYAY JN (DDU),4,8,13,18,13,12259,DDU
KANPUR CENTRAL (CNB),26,25,57,54,38,12259,CNB
NEW DELHI (NDLS),10,23,67,71,50,12259,NDLS
LOHARU (LHU),61,65,110,117,87,12259,LHU
SADULPUR JN (SDLP),65,68,115,121,92,12259,SDLP
CHURU (CUR),63,70,117,122,93,12259,CUR
RATANGARH JN (RTGH),73,80,126,132,103,12259,RTGH
SRI DUNGARGARH (SDGH),71,81,126,133,103,12259,SDGH
BIKANER JN (BKN),31,44,90,97,68,12259,BKN
BIKANER JN (BKN),1,5,9,6,5,12260,BKN
SRI DUNGARGARH (SDGH),13,19,19,17,12,12260,SDGH
RATANGARH JN (RTGH),25,23,24,22,16,12260,RTGH
CHURU (CUR),28,24,23,22,19,12260,CUR
SADULPUR JN (SDLP),26,24,25,23,21,12260,SDLP
LOHARU (LHU),29,25,25,24,22,12260,LHU
NEW DELHI (NDLS),36,25,24,21,17,12260,NDLS
KANPUR CENTRAL (CNB),80,66,84,78,57,12260,CNB
PT DEEN DAYAL UPADHYAY JN (DDU),227,160,170,148,100,12260,DDU
GAYA JN (GAYA),245,180,147,147,147,12260,GAYA
DHANBAD JN (DHN),252,186,193,172,119,12260,DHN
SEALDAH (SDAH),240,170,176,167,111,12260,SDAH
C SHIVAJI TERM MUMBAI (CSMT),195,141,175,191,140,12261,CSMT
BHUSAVAL JN (BSL),287,213,243,248,190,12261,BSL
NAGPUR (NGP),285,211,255,257,192,12261,NGP
RAIPUR JN (R),309,248,294,299,224,12261,R
BILASPUR JN (BSP),349,270,314,321,243,12261,BSP
TATANAGAR JN (TATA),363,330,386,425,336,12261,TATA
HOWRAH JN (HWH),538,525,551,542,418,12261,HWH
HOWRAH JN (HWH),169,71,54,61,34,12262,HWH
TATANAGAR JN (TATA),187,85,79,80,51,12262,TATA
BILASPUR JN (BSP),259,150,159,171,150,12262,BSP
RAIPUR JN (R),276,163,180,190,167,12262,R
NAGPUR (NGP),337,231,247,257,220,12262,NGP
BHUSAVAL JN (BSL),363,268,286,308,259,12262,BSL
C SHIVAJI TERM MUMBAI (CSMT),183,232,238,237,211,12262,CSMT
PUNE JN (PUNE),1,1,1,12,8,12263,PUNE
VASAI ROAD (BSR),14,10,9,25,22,12263,BSR
SURAT (ST),19,14,18,36,35,12263,ST
VADODARA JN (BRC),31,17,22,40,34,12263,BRC
RATLAM JN (RTM),35,16,22,37,29,12263,RTM
KOTA JN (KOTA),18,12,15,31,27,12263,KOTA
H NIZAMUDDIN (NZM),13,8,14,23,22,12263,NZM
H NIZAMUDDIN (NZM),4,2,2,2,3,12264,NZM
KOTA JN (KOTA),20,18,24,26,18,12264,KOTA
RATLAM JN (RTM),10,9,18,20,14,12264,RTM
VADODARA JN (BRC),7,7,14,21,16,12264,BRC
SURAT (ST),12,11,19,23,22,12264,ST
VASAI ROAD (BSR),23,25,31,33,25,12264,BSR
PUNE JN (PUNE),8,14,17,28,29,12264,PUNE
DELHI S ROHILLA (DEE),0,0,1,1,2,12265,DEE
LUDHIANA JN (LDH),0,6,19,22,19,12265,LDH
JAMMU TAWI (JAT),4,4,18,20,13,12265,JAT
JAMMU TAWI (JAT),25,15,10,8,6,12266,JAT
LUDHIANA JN (LDH),13,19,33,22,13,12266,LDH
DELHI S ROHILLA (DEE),10,10,98,96,47,12266,DEE
MUMBAI CENTRAL (MMCT),0,1,1,1,2,12267,MMCT
AHMEDABAD JN (ADI),15,22,17,19,13,12267,ADI
SURENDRANAGAR JN (SUNR),4,10,8,11,11,12267,SUNR
RAJKOT JN (RJT),5,7,7,12,13,12267,RJT
HAPA (HAPA),4,3,5,1,3,12267,HAPA
HAPA (HAPA),4,2,2,5,5,12268,HAPA
RAJKOT JN (RJT),18,14,13,18,14,12268,RJT
SURENDRANAGAR JN (SUNR),10,10,10,14,14,12268,SUNR
AHMEDABAD JN (ADI),8,9,11,13,12,12268,ADI
MUMBAI CENTRAL (MMCT),11,3,2,8,4,12268,MMCT
CHENNAI CENTRAL (MAS),1,12,102,58,70,12269,MAS
VIJAYAWADA JN (BZA),28,53,150,96,103,12269,BZA
BALHARSHAH (BPQ),23,48,160,101,115,12269,BPQ
NAGPUR (NGP),48,94,195,125,142,12269,NGP
RANI KAMLAPATI (RKMP),22,75,195,122,134,12269,RKMP
V LAKSHMIBAI JHANSI (VGLJ),2,2,2,2,2,12269,VGLJ
VIRANGANA LAKSHMIBAI (VGLB),37,82,228,147,150,12269,VGLB
GWALIOR (GWL),31,84,232,158,161,12269,GWL
H NIZAMUDDIN (NZM),3,75,300,186,164,12269,NZM
H NIZAMUDDIN (NZM),0,71,251,158,155,12270,NZM
GWALIOR (GWL),43,92,322,209,191,12270,GWL
VIRANGANA LAKSHMIBAI (VGLB),34,83,328,208,186,12270,VGLB
RANI KAMLAPATI (RKMP),54,103,357,235,209,12270,RKMP
NAGPUR (NGP),67,106,362,236,194,12270,NGP
BALHARSHAH (BPQ),52,98,363,229,186,12270,BPQ
VIJAYAWADA JN (BZA),69,144,415,270,236,12270,BZA
CHENNAI CENTRAL (MAS),30,129,413,256,237,12270,MAS
HOWRAH JN (HWH),0,0,1,1,5,12273,HWH
ASANSOL JN (ASN),1,7,17,16,15,12273,ASN
JASIDIH JN (JSME),24,23,33,30,27,12273,JSME
PATNA JN (PNBE),2,3,16,19,27,12273,PNBE
PT DEEN DAYAL UPADHYAY JN (DDU),1,0,18,17,18,12273,DDU
KANPUR CENTRAL (CNB),160,86,100,95,84,12273,CNB
NEW DELHI (NDLS),176,87,118,115,88,12273,NDLS
NEW DELHI (NDLS),65,40,82,76,56,12274,NDLS
KANPUR CENTRAL (CNB),100,75,151,131,101,12274,CNB
PT DEEN DAYAL UPADHYAY JN (DDU),256,194,263,231,180,12274,DDU
PATNA JN (PNBE),266,204,278,248,198,12274,PNBE
JASIDIH JN (JSME),214,172,242,213,160,12274,JSME
ASANSOL JN (ASN),167,126,191,161,113,12274,ASN
HOWRAH JN (HWH),144,134,196,173,118,12274,HWH
PRAYAGRAJ JN (PRYJ),1,1,5,4,7,12275,PRYJ
NEW DELHI (NDLS),17,10,48,41,29,12275,NDLS
NEW DELHI (NDLS),1,1,1,2,2,12276,NDLS
PRAYAGRAJ JN (PRYJ),6,4,95,64,41,12276,PRYJ
HOWRAH JN (HWH),1,8,6,8,8,12277,HWH
KHARAGPUR JN (KGP),6,9,7,9,9,12277,KGP
BALASORE (BLS),4,7,7,9,9,12277,BLS
BHADRAKH (BHC),4,13,7,9,9,12277,BHC
JAJPUR K ROAD (JJKR),7,15,9,9,9,12277,JJKR
CUTTACK (CTC),27,31,23,25,25,12277,CTC
BHUBANESWAR (BBS),33,36,26,26,26,12277,BBS
PURI (PURI),35,26,17,17,17,12277,PURI
PURI (PURI),3,2,2,3,4,12278,PURI
BHUBANESWAR (BBS),4,5,8,8,8,12278,BBS
CUTTACK (CTC),7,8,12,12,12,12278,CTC
JAJPUR K ROAD (JJKR),17,16,19,20,20,12278,JJKR
BHADRAKH (BHC),0,3,7,8,8,12278,BHC
BALASORE (BLS),2,10,10,10,10,12278,BLS
KHARAGPUR JN (KGP),4,7,7,8,8,12278,KGP
HOWRAH JN (HWH),16,5,24,13,12,12278,HWH
V LAKSHMIBAI JHANSI (VGLJ),0,0,0,0,0,12279,VGLJ
VIRANGANA LAKSHMIBAI (VGLB),0,1,2,5,8,12279,VGLB
DATIA (DAA),6,9,5,9,12,12279,DAA
DABRA (DBA),8,11,7,10,13,12279,DBA
GWALIOR (GWL),20,24,17,20,21,12279,GWL
MORENA (MRA),23,33,37,34,31,12279,MRA
DHAULPUR (DHO),16,21,28,26,21,12279,DHO
AGRA CANTT (AGC),27,34,40,39,33,12279,AGC
RAJA KI MANDI (RKM),30,37,44,42,36,12279,RKM
MATHURA JN (MTJ),54,64,65,59,49,12279,MTJ
FARIDABAD (FDB),53,47,49,38,28,12279,FDB
H NIZAMUDDIN (NZM),51,46,50,40,32,12279,NZM
NEW DELHI (NDLS),54,45,58,47,47,12279,NDLS
NEW DELHI (NDLS),4,2,3,6,6,12280,NDLS
H NIZAMUDDIN (NZM),11,9,10,13,12,12280,NZM
FARIDABAD (FDB),13,11,12,14,12,12280,FDB
MATHURA JN (MTJ),33,32,42,40,25,12280,MTJ
RAJA KI MANDI (RKM),48,53,64,60,39,12280,RKM
AGRA CANTT (AGC),49,57,69,65,45,12280,AGC
DHAULPUR (DHO),32,39,60,54,32,12280,DHO
MORENA (MRA),20,19,46,37,24,12280,MRA
GWALIOR (GWL),35,35,17,21,25,12280,GWL
DABRA (DBA),32,32,22,23,25,12280,DBA
DATIA (DAA),43,41,27,27,32,12280,DAA
V LAKSHMIBAI JHANSI (VGLJ),47,47,47,47,47,12280,VGLJ
VIRANGANA LAKSHMIBAI (VGLB),12,10,11,11,10,12280,VGLB
BHUBANESWAR (BBS),0,0,12,14,10,12281,BBS
BALASORE (BLS),0,11,19,23,17,12281,BLS
ADRA JN (ADRA),1,10,25,31,25,12281,ADRA
PT DEEN DAYAL UPADHYAY JN (DDU),6,21,33,49,36,12281,DDU
KANPUR CENTRAL (CNB),128,96,148,152,141,12281,CNB
NEW DELHI (NDLS),98,81,151,159,147,12281,NDLS
NEW DELHI (NDLS),49,31,97,107,93,12282,NDLS
KANPUR CENTRAL (CNB),90,67,150,152,137,12282,CNB
PT DEEN DAYAL UPADHYAY JN (DDU),149,207,278,277,258,12282,DDU
ADRA JN (ADRA),154,187,269,286,247,12282,ADRA
BALASORE (BLS),147,189,260,278,254,12282,BLS
BHUBANESWAR (BBS),166,194,258,270,244,12282,BBS
ERNAKULAM JN (ERS),1,0,1,1,1,12283,ERS
KOZHIKODE (CLT),11,21,17,15,15,12283,CLT
MANGALORE JN (MAJN),1,8,9,10,17,12283,MAJN
MADGAON (MAO),2,21,16,17,22,12283,MAO
RATNAGIRI (RN),2,23,25,27,24,12283,RN
PANVEL (PNVL),10,5,9,10,15,12283,PNVL
VASAI ROAD (BSR),3,4,5,7,9,12283,BSR
SURAT (ST),4,4,6,6,7,12283,ST
VADODARA JN (BRC),6,54,37,30,31,12283,BRC
RATLAM JN (RTM),18,42,29,21,22,12283,RTM
KOTA JN (KOTA),14,41,19,16,19,12283,KOTA
H NIZAMUDDIN (NZM),3,23,42,36,26,12283,NZM
H NIZAMUDDIN (NZM),0,2,1,1,2,12284,NZM
KOTA JN (KOTA),18,18,21,17,13,12284,KOTA
RATLAM JN (RTM),1,1,2,3,4,12284,RTM
VADODARA JN (BRC),21,12,12,15,15,12284,BRC
SURAT (ST),28,12,10,11,13,12284,ST
VASAI ROAD (BSR),12,5,8,9,16,12284,BSR
PANVEL (PNVL),14,4,113,57,43,12284,PNVL
RATNAGIRI (RN),20,20,131,76,69,12284,RN
MADGAON (MAO),37,28,144,103,106,12284,MAO
MANGALORE JN (MAJN),8,7,125,71,56,12284,MAJN
KOZHIKODE (CLT),24,19,135,86,60,12284,CLT
ERNAKULAM JN (ERS),5,8,112,68,35,12284,ERS
SECUNDERABAD JN (SC),3,16,12,7,5,12285,SC
BALHARSHAH (BPQ),6,26,26,15,15,12285,BPQ
NAGPUR (NGP),23,45,50,35,34,12285,NGP
RANI KAMLAPATI (RKMP),7,29,40,26,25,12285,RKMP
V LAKSHMIBAI JHANSI (VGLJ),0,0,0,0,0,12285,VGLJ
VIRANGANA LAKSHMIBAI (VGLB),2,37,61,47,37,12285,VGLB
H NIZAMUDDIN (NZM),5,32,63,55,38,12285,NZM
H NIZAMUDDIN (NZM),0,21,67,51,37,12286,NZM
V LAKSHMIBAI JHANSI (VGLJ),0,0,0,0,0,12286,VGLJ
